accuracy_a,accuracy_b,accuracy_diff,brier_a,brier_b,brier_diff
0.5502121640735502,0.5314204889876742,0.01879167508587598,0.24681685293323033,0.24740894364727764,-0.0005920907140473108
0.5467771266922611,0.5407152960193978,0.006061830672863255,0.24584692703852318,0.2473148950523645,-0.001467968013841331
0.550414225095979,0.5417256011315418,0.008688623964437259,0.2455362034835523,0.24603239892670983,-0.0004961954431575433
0.5419276621539705,0.5451606385128309,-0.00323297635886044,0.24684375024814506,0.2472009755422103,-0.0003572252940652332
0.545968882602546,0.5500101030511214,-0.004041220448575467,0.24541850821359912,0.2468359501510502,-0.0014174419374510805
0.5431400282885431,0.5457668215801172,-0.0026267932915741143,0.24646039386685045,0.24680178134079428,-0.0003413874739438272
0.5431400282885431,0.5635481915538493,-0.020408163265306145,0.2459092422838115,0.24506582894310658,0.0008434133407049238
0.5477874318044049,0.5427359062436856,0.0050515255607193055,0.2463612778929637,0.2473175032753296,-0.0009562253823658939
0.5540513234996969,0.5393008688623965,0.014750454637300403,0.24570879038762744,0.24684074537151457,-0.001131954983887129
0.5326328551222469,0.5296019397858153,0.0030309153364316277,0.24843698963116617,0.2479445930097865,0.000492396621379676
0.544150333400687,0.5368761365932512,0.0072741968074357954,0.2479802063698458,0.2473222751877054,0.0006579311821404144
0.5463730046474036,0.5494039199838351,-0.0030309153364315167,0.2470644073841402,0.246712932838583,0.00035147454555720103
0.5405132349969691,0.5479894928268337,-0.007476257829864608,0.2464075975266882,0.24623504861362674,0.00017254891306145437
0.5457668215801172,0.5425338452212568,0.00323297635886044,0.24674916565109353,0.24682471421396573,-7.554856287220191e-05
0.5368761365932512,0.5419276621539705,-0.0050515255607193055,0.24759659218455304,0.24759533899340422,1.2531911488256053e-06
0.5546575065669832,0.5372802586381087,0.017377247928874517,0.24606350428751053,0.24674533953826897,-0.0006818352507584335
0.5376843806829662,0.5342493433016771,0.003435037381289141,0.24804482946379783,0.24797916086101732,6.56686027805109e-05
0.5411194180642555,0.5471812487371186,-0.006061830672863144,0.2469075861041609,0.24586200710724057,0.0010455789969203155
0.5457668215801172,0.5502121640735502,-0.00444534249343298,0.24472818001002672,0.2462157991471266,-0.0014876191370998826
0.5421297231763993,0.5473833097595474,-0.005253586583148118,0.24567983968213267,0.24619609429753478,-0.0005162546154021119
0.5419276621539705,0.5425338452212568,-0.0006061830672863255,0.24706891693809463,0.24666961136973323,0.0003993055683614022
0.5485956758941201,0.5508183471408366,-0.00222267124671649,0.24583576728835943,0.2461902845035132,-0.0003545172151537823
0.5498080420286927,0.5465750656698323,0.00323297635886044,0.24527534502006684,0.24610521352360537,-0.0008298685035385278
0.5475853707819761,0.5393008688623965,0.008284501919579634,0.24634600191453962,0.24690612562050449,-0.0005601237059648656
0.53707819761568,0.5465750656698323,-0.009496868054152285,0.2460274948946926,0.24643259485597666,-0.00040509996128404446
0.5461709436249748,0.5435441503334006,0.0026267932915741143,0.245746994578952,0.24674672963668198,-0.000999735057729989
0.5451606385128309,0.5508183471408366,-0.005657708628005631,0.24599057581044145,0.24630093084052954,-0.00031035503008808307
0.5427359062436856,0.542331784198828,0.0004041220448576244,0.2466548920374854,0.24711251311942847,-0.0004576210819430826
0.541523540109113,0.5532430794099819,-0.011719539300868886,0.24716944395112977,0.24598189196955797,0.001187551981571805
0.5433420893109719,0.5384926247726813,0.004849464538290604,0.24666850672198354,0.24707884666472069,-0.0004103399427371479
0.5467771266922611,0.5439482723782583,0.0028288543140028155,0.24615851116121035,0.24644853103414727,-0.00029001987293691966
0.5522327742978379,0.5417256011315418,0.010507173166296124,0.2450030188351109,0.24612257557870004,-0.0011195567435891562
0.5465750656698323,0.5332390381895332,0.01333602748029905,0.24693350521530233,0.24789152242117554,-0.0009580172058732128
0.5376843806829662,0.533441099211962,0.004243281471004168,0.24790828732339068,0.2471133334522696,0.0007949538711210791
0.5492018589614064,0.5455647605576884,0.0036370984037179532,0.24623530092105828,0.24702929271550722,-0.000793991794448945
0.544150333400687,0.5443523944231158,-0.0002020610224288122,0.24647990094720176,0.24661204097300338,-0.00013214002580161366
0.5439482723782583,0.5380885027278238,0.005859769650434443,0.24809382843382943,0.24719195706861138,0.0009018713652180488
0.5390988078399677,0.5417256011315418,-0.0026267932915741143,0.24709723860534735,0.24643084699873888,0.0006663916066084741
0.5520307132754092,0.5477874318044049,0.004243281471004279,0.24625158656747628,0.24540473637759844,0.0008468501898778458
0.5528389573651242,0.5433420893109719,0.009496868054152285,0.24564232038843484,0.24709510002216972,-0.0014527796337348853
0.5332390381895332,0.5259648413820974,0.0072741968074357954,0.24875935861243215,0.2484561658484053,0.00030319276402684947
0.5390988078399677,0.5479894928268337,-0.008890684986866071,0.24684645842540384,0.24668758845622288,0.00015886996918096363
0.53707819761568,0.5407152960193978,-0.003637098403717842,0.2473862740305527,0.24725490268261419,0.00013137134793850258
0.5429379672661143,0.5526368963426955,-0.009698929076581209,0.24668853598644586,0.24640669772341836,0.00028183826302749515
0.5508183471408366,0.5534451404324106,-0.0026267932915740033,0.24431939777135114,0.24566991280702735,-0.0013505150356762086
0.5465750656698323,0.5492018589614064,-0.0026267932915741143,0.24607764663666515,0.247143785579053,-0.0010661389423878564
0.5455647605576884,0.5399070519296828,0.005657708628005631,0.24654648071276677,0.24669924777875954,-0.0001527670659927649
0.5384926247726813,0.5421297231763993,-0.0036370984037179532,0.2470865192361847,0.24713232684787576,-4.580761169106773e-05
0.5489997979389776,0.5439482723782583,0.0050515255607193055,0.24628366467843432,0.24728773290452058,-0.0010040682260862577
0.5591028490604163,0.5524348353202667,0.006668013740149581,0.24426640361874702,0.24627843157805254,-0.0020120279593055235
0.5429379672661143,0.5403111739745403,0.0026267932915740033,0.24604706103124346,0.24671819536729947,-0.0006711343360560063
0.5518286522529804,0.5425338452212568,0.009294807031723584,0.24441745594477463,0.2465259899140976,-0.0021085339693229788
0.5663770458678521,0.5465750656698323,0.01980198019801982,0.2439576328917589,0.24674357120453036,-0.002785938312771463
0.556678116791271,0.5534451404324106,0.00323297635886044,0.24463947604385303,0.2455513146348114,-0.0009118385909583637
0.5417256011315418,0.5550616286118408,-0.01333602748029905,0.24674642740206953,0.2463045447916304,0.0004418826104391482
0.5443523944231158,0.5494039199838351,-0.0050515255607193055,0.2467714267021972,0.24685038548237118,-7.895878017397107e-05
0.5336431602343907,0.5316225500101031,0.0020206102242876778,0.24883720666904408,0.24781138344593165,0.0010258232231124265
0.5524348353202667,0.5597090321277026,-0.0072741968074359065,0.2452708597342743,0.2445586875535946,0.0007121721806796766
0.5425338452212568,0.5350575873913922,0.007476257829864608,0.24647345221002806,0.24732505442459563,-0.000851602214567565
0.537886441705395,0.5467771266922611,-0.008890684986866071,0.24751632634589013,0.24695847059237178,0.0005578557535183548
0.5411194180642555,0.5473833097595474,-0.0062638916952919566,0.2462064868291814,0.2466909553079227,-0.00048446847874131227
0.5463730046474036,0.5447565164679733,0.0016164881794302755,0.24670306095650196,0.24643100821384886,0.00027205274265310053
0.5425338452212568,0.5481915538492624,-0.005657708628005631,0.24671244821285915,0.24668062625112927,3.182196172987761e-05
0.5425338452212568,0.5469791877146898,-0.00444534249343298,0.24645867302380853,0.24658178097115652,-0.00012310794734798902
0.5409173570418266,0.5435441503334006,-0.0026267932915740033,0.24710193011598477,0.24700510188936065,9.682822662412938e-05
0.5455647605576884,0.5443523944231158,0.001212366134572651,0.24616286745463076,0.24645083092806241,-0.0002879634734316572
0.5433420893109719,0.5340472822792484,0.009294807031723584,0.24667080886268147,0.2474590251208536,-0.0007882162581721308
0.5463730046474036,0.539704990907254,0.006668013740149581,0.24736951069951965,0.2473508766098477,1.8634089671953902e-05
0.5455647605576884,0.5322287330773894,0.01333602748029905,0.2458569248965575,0.247991799816276,-0.0021348749197185046
0.5544554455445545,0.5382905637502525,0.016164881794301977,0.24530344311537877,0.24722231933758682,-0.0019188762222080435
0.5269751464942413,0.5374823196605375,-0.010507173166296235,0.2484784758716766,0.24723614756490891,0.0012423283067676816
0.5259648413820974,0.5320266720549606,-0.006061830672863144,0.24913664058995344,0.24828097236976068,0.0008556682201927568
0.5471812487371186,0.5479894928268337,-0.0008082440897151377,0.24637997850355906,0.24677298735369063,-0.0003930088501315765
0.5413214790866842,0.5362699535259648,0.0050515255607193055,0.24801305036429863,0.24685781843364174,0.0011552319306568914
0.550414225095979,0.5395029298848252,0.01091129521115386,0.2464372494596087,0.24670254968134622,-0.00026530022173751333
0.5413214790866842,0.5455647605576884,-0.004243281471004279,0.24661941816895736,0.24697390917130668,-0.0003544910023493275
0.5471812487371186,0.5340472822792484,0.013133966457870239,0.24535515728204543,0.24718311268842114,-0.001827955406375703
0.542331784198828,0.5401091129521115,0.00222267124671649,0.24699426861536122,0.24709659811104628,-0.00010232949568506067
0.5496059810062639,0.5508183471408366,-0.001212366134572651,0.24525274413092707,0.2463242197547945,-0.0010714756238674183
0.5380885027278238,0.553041018387553,-0.014952515659729215,0.24696371290930236,0.24593330739879835,0.0010304055105040122
0.536067892503536,0.5421297231763993,-0.006061830672863255,0.2478414995043408,0.24740154629656516,0.0004399532077756507
0.5384926247726813,0.5407152960193978,-0.00222267124671649,0.2480928430317925,0.2479796838444585,0.00011315918733398322
0.5540513234996969,0.5447565164679733,0.009294807031723584,0.24631597423814527,0.24700102129199594,-0.0006850470538506681
0.5364720145483937,0.545968882602546,-0.009496868054152285,0.2470624968490597,0.2462257446539632,0.0008367521950964907
0.5374823196605375,0.5382905637502525,-0.0008082440897150267,0.2483239027106854,0.24812147060453388,0.0002024321061515344
0.5382905637502525,0.535259648413821,0.0030309153364315167,0.2487386142814066,0.24758150395073678,0.0011571103306698138
0.5516265912305516,0.5409173570418266,0.010709234188724936,0.2456344747894283,0.24658539110857153,-0.0009509163191432357
0.537886441705395,0.5395029298848252,-0.0016164881794301644,0.24697815093006867,0.246963754564498,1.4396365570656933e-05
0.5405132349969691,0.5275813295615276,0.012931905435441537,0.2473811834950913,0.24857150554689267,-0.0011903220518013624
0.5471812487371186,0.5580925439482723,-0.010911295211153749,0.24586123656591247,0.24613643909285302,-0.0002752025269405489
0.5534451404324106,0.5550616286118408,-0.0016164881794302755,0.24544797467920496,0.24607163459665896,-0.0006236599174540003
0.5393008688623965,0.5401091129521115,-0.0008082440897150267,0.24734714001473146,0.24660889280613157,0.0007382472085998848
0.5338452212568195,0.5368761365932512,-0.0030309153364316277,0.2472875125399649,0.24762952941777777,-0.0003420168778128785
0.5259648413820974,0.5429379672661143,-0.016973125884016893,0.2497236823353818,0.24737110870583748,0.00235257362954433
0.5461709436249748,0.5421297231763993,0.004041220448575467,0.24680309302348297,0.24655688162798683,0.000246211395496132
0.5653667407557083,0.5536472014548394,0.011719539300868886,0.2422897900112953,0.24492920363783854,-0.002639413626543241
0.5372802586381087,0.5241462921802384,0.013133966457870239,0.2475450931550457,0.24916833842249858,-0.0016232452674528886
0.5407152960193978,0.5475853707819761,-0.006870074762578282,0.2473966280662641,0.24711616800058053,0.00028046006568357984
0.5306122448979592,0.5318246110325319,-0.001212366134572651,0.24749182481857074,0.24833796329698649,-0.0008461384784157477
0.5413214790866842,0.5320266720549606,0.009294807031723584,0.24664847101501605,0.2480161484324692,-0.0013676774174531392
0.544150333400687,0.5384926247726813,0.005657708628005631,0.2471752601954283,0.24716605910648085,9.201088947446978e-06
0.5330369771671045,0.537886441705395,-0.004849464538290493,0.24783146049821914,0.24717352239072712,0.0006579381074920121
0.5366740755708224,0.5435441503334006,-0.006870074762578282,0.2457159985674723,0.24654641360538723,-0.0008304150379149222
0.5473833097595474,0.553041018387553,-0.005657708628005631,0.2462791036131036,0.24647512701256954,-0.00019602339946594993
0.5427359062436856,0.5449585774904021,-0.00222267124671649,0.24824042085953527,0.24672263138264014,0.0015177894768951261
0.5384926247726813,0.5312184279652455,0.0072741968074357954,0.24700495877393663,0.24799001435871543,-0.0009850555847787934
0.5461709436249748,0.535259648413821,0.010911295211153749,0.24654690596703843,0.24679732849731842,-0.00025042253027998673
